#    L    TT             EE             BB             TE          
   339    0.21675E+04    0.13248E+02    0.20792E+02    0.49561E+02
   340    0.21921E+04    0.13399E+02    0.21069E+02    0.50102E+02
   341    0.22170E+04    0.13551E+02    0.21349E+02    0.50648E+02
   342    0.22420E+04    0.13705E+02    0.21632E+02    0.51197E+02
   343    0.22673E+04    0.13859E+02    0.21917E+02    0.51750E+02
   344    0.22927E+04    0.14015E+02    0.22206E+02    0.52308E+02
   345    0.23184E+04    0.14172E+02    0.22498E+02    0.52870E+02
   346    0.23443E+04    0.14331E+02    0.22792E+02    0.53435E+02
   347    0.23704E+04    0.14490E+02    0.23090E+02    0.54006E+02
   348    0.23967E+04    0.14651E+02    0.23391E+02    0.54580E+02
   349    0.24232E+04    0.14813E+02    0.23695E+02    0.55158E+02
   350    0.24499E+04    0.14977E+02    0.24002E+02    0.55741E+02
   351    0.24769E+04    0.15142E+02    0.24312E+02    0.56328E+02
   352    0.25040E+04    0.15308E+02    0.24626E+02    0.56919E+02
   353    0.25314E+04    0.15475E+02    0.24942E+02    0.57515E+02
   354    0.25590E+04    0.15644E+02    0.25262E+02    0.58114E+02
   355    0.25868E+04    0.15814E+02    0.25585E+02    0.58719E+02
   356    0.26149E+04    0.15985E+02    0.25911E+02    0.59327E+02
   357    0.26431E+04    0.16158E+02    0.26241E+02    0.59940E+02
   358    0.26716E+04    0.16332E+02    0.26574E+02    0.60557E+02
   359    0.27003E+04    0.16507E+02    0.26910E+02    0.61178E+02
   360    0.27292E+04    0.16684E+02    0.27250E+02    0.61804E+02
   361    0.27583E+04    0.16862E+02    0.27593E+02    0.62434E+02
   362    0.27877E+04    0.17042E+02    0.27940E+02    0.63068E+02
   363    0.28173E+04    0.17223E+02    0.28290E+02    0.63707E+02
   364    0.28471E+04    0.17405E+02    0.28644E+02    0.64351E+02
   365    0.28772E+04    0.17588E+02    0.29001E+02    0.64999E+02
   366    0.29075E+04    0.17773E+02    0.29362E+02    0.65651E+02
   367    0.29380E+04    0.17960E+02    0.29726E+02    0.66308E+02
   368    0.29687E+04    0.18147E+02    0.30094E+02    0.66969E+02
   369    0.29997E+04    0.18336E+02    0.30466E+02    0.67635E+02
   370    0.30309E+04    0.18527E+02    0.30841E+02    0.68305E+02
   371    0.30624E+04    0.18719E+02    0.31220E+02    0.68980E+02
   372    0.30941E+04    0.18912E+02    0.31602E+02    0.69659E+02
   373    0.31260E+04    0.19107E+02    0.31989E+02    0.70343E+02
   374    0.31582E+04    0.19303E+02    0.32379E+02    0.71031E+02
   375    0.31906E+04    0.19501E+02    0.32773E+02    0.71724E+02
   376    0.32232E+04    0.19700E+02    0.33171E+02    0.72422E+02
   377    0.32561E+04    0.19901E+02    0.33573E+02    0.73124E+02
   378    0.32892E+04    0.20103E+02    0.33978E+02    0.73831E+02
   379    0.33226E+04    0.20306E+02    0.34388E+02    0.74542E+02
   380    0.33562E+04    0.20511E+02    0.34801E+02    0.75258E+02
   381    0.33901E+04    0.20718E+02    0.35219E+02    0.75979E+02
   382    0.34242E+04    0.20925E+02    0.35640E+02    0.76704E+02
   383    0.34586E+04    0.21135E+02    0.36066E+02    0.77434E+02
   384    0.34932E+04    0.21346E+02    0.36495E+02    0.78169E+02
   385    0.35280E+04    0.21558E+02    0.36929E+02    0.78909E+02
   386    0.35632E+04    0.21772E+02    0.37367E+02    0.79653E+02
   387    0.35985E+04    0.21987E+02    0.37809E+02    0.80402E+02
   388    0.36341E+04    0.22204E+02    0.38255E+02    0.81156E+02
   389    0.36700E+04    0.22423E+02    0.38705E+02    0.81914E+02
   390    0.37062E+04    0.22642E+02    0.39159E+02    0.82678E+02
   391    0.37425E+04    0.22864E+02    0.39618E+02    0.83446E+02
   392    0.37792E+04    0.23087E+02    0.40081E+02    0.84219E+02
   393    0.38161E+04    0.23311E+02    0.40548E+02    0.84997E+02
   394    0.38533E+04    0.23538E+02    0.41020E+02    0.85779E+02
   395    0.38907E+04    0.23765E+02    0.41496E+02    0.86567E+02
   396    0.39284E+04    0.23994E+02    0.41977E+02    0.87359E+02
   397    0.39664E+04    0.24225E+02    0.42462E+02    0.88157E+02
   398    0.40046E+04    0.24457E+02    0.42951E+02    0.88959E+02
